Group,Soft Cap Period,User cost center name,Billing code - description,B/W print (A4),B/W copy (A4),Color print (A4),Color copy (A4),One Color print (A4),One Color copy (A4),One Color print (A3),One Color copy (A3),Local B/W print (A4),Local color print (A4),B/W print (A3),B/W copy (A3),Color print (A3),Color copy (A3),Local copy (A4),B/W A3,Color A3,B/W A4,Color A/4,B/W pages,Color pages,Total
Staff,AY 22-23, 1st,affiliate,contractor,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,40,40
Student,AY 22-23, 1st,student,degree,5,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,35,5,35,40
Faculty & Researcher,AY 22-23, 1st,affiliate,researcher,35,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,5,35,5,40
Staff,AY 22-23, 1st,affiliate,contractor,15,0,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,25,15,25,40
Faculty & Researcher,AY 22-23, 1st,affiliate,researcher,31,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,9,31,9,40
Staff,AY 22-23, 1st,affiliate,administrator,5,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,35,5,35,40
Staff,AY 22-23, 1st,affiliate,contractor,12,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,28,12,28,40
Student,AY 22-23, 1st,student,degree,9,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,31,9,31,40
Staff,AY 22-23, 1st,student,prospective_employee,28,7,0,3,0,0,0,0,0,0,0,1,0,1,0,1,1,35,3,36,4,40
Student,AY 22-23, 1st,student,degree,18,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,22,18,22,40
Student,AY 22-23, 1st,student,degree,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,40,0,40
Faculty & Researcher,AY 22-23, 1st,student,researcher,24,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,16,24,16,40
Faculty & Researcher,AY 22-23, 1st,affiliate,faculty,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,40,0,40
Staff,AY 22-23, 1st,affiliate,contractor,0,30,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,30,10,30,10,40
Faculty & Researcher,AY 22-23, 1st,affiliate,researcher,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,39,0,39
Student,AY 22-23, 1st,student,degree,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,39,0,39
Student,AY 22-23, 1st,student,degree,4,0,23,11,0,0,0,0,0,0,0,0,0,1,0,0,1,4,34,4,35,39
Staff,AY 22-23, 1st,affiliate,contractor,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,39,0,39
Staff,AY 22-23, 1st,affiliate,administrator,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,39,0,39
Student,AY 22-23, 1st,student,degree,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,39,0,39
Staff,AY 22-23, 1st,affiliate,ad_employee_of_vendor,1,3,3,30,0,0,0,0,0,0,0,0,0,2,0,0,2,4,33,4,35,39
Student,AY 22-23, 1st,student,degree,24,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,15,24,15,39
Faculty & Researcher,AY 22-23, 1st,affiliate,faculty,23,0,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,23,16,23,16,39
Student,AY 22-23, 1st,student,degree,15,0,23,0,0,0,0,0,0,0,1,0,0,0,0,1,0,15,23,16,23,39
Faculty & Researcher,AY 22-23, 1st,affiliate,faculty,38,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,1,38,1,39
Student,AY 22-23, 1st,student,degree,4,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,35,4,35,39
Staff,AY 22-23, 1st,affiliate,contractor,0,2,15,22,0,0,0,0,0,0,0,0,0,0,0,0,0,2,37,2,37,39
Student,AY 22-23, 1st,student,degree,25,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,1,25,13,25,14,39
Staff,AY 22-23, 1st,affiliate,administrator,0,8,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,8,31,8,31,39
Student,AY 22-23, 1st,student,degree,35,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,4,35,4,39
Staff,AY 22-23, 1st,affiliate,administrator,13,0,21,5,0,0,0,0,0,0,0,0,0,0,0,0,0,13,26,13,26,39
Staff,AY 22-23, 1st,affiliate,ad_contingent,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,39,39
Faculty & Researcher,AY 22-23, 1st,affiliate,faculty,38,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,1,38,1,39
Staff,AY 22-23, 1st,affiliate,administrator,17,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,22,17,22,39
Faculty & Researcher,AY 22-23, 1st,student,researcher,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,38,0,38
Student,AY 22-23, 1st,student,degree,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,38,0,38
Student,AY 22-23, 1st,student,degree,31,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,7,31,7,38
Student,AY 22-23, 1st,student,degree,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,38,0,38
Others,AY 22-23, 1st,affiliate,--Unknown billing code--,9,0,26,0,0,0,0,0,0,0,0,2,1,0,0,2,1,9,26,11,27,38
Student,AY 22-23, 1st,student,degree,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,38,0,38
Faculty & Researcher,AY 22-23, 1st,affiliate,faculty,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,38,0,38
Student,AY 22-23, 1st,student,degree,22,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,16,22,16,38
Others,AY 22-23, 1st,student,--Unknown billing code--,18,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,20,18,20,38
Student,AY 22-23, 1st,student,degree,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,38,0,38
Student,AY 22-23, 1st,student,degree,26,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,11,26,11,37
Staff,AY 22-23, 1st,affiliate,prospective_employee,3,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,34,3,34,37
Student,AY 22-23, 1st,student,degree,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,37,0,37
Student,AY 22-23, 1st,student,student on leave,0,0,35,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,35,0,37,37
Faculty & Researcher,AY 22-23, 1st,affiliate,adjunct faculty,0,32,0,4,0,0,0,0,0,0,0,0,0,1,0,0,1,32,4,32,5,37
Faculty & Researcher,AY 22-23, 1st,affiliate,researcher,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,37,0,37
Faculty & Researcher,AY 22-23, 1st,affiliate,researcher,34,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,3,34,3,37
Staff,AY 22-23, 1st,affiliate,contractor,5,13,1,8,0,0,0,0,0,0,0,10,0,0,0,10,0,18,9,28,9,37
Staff,AY 22-23, 1st,affiliate,security_staff,1,5,10,21,0,0,0,0,0,0,0,0,0,0,0,0,0,6,31,6,31,37
Others,AY 22-23, 1st,student,--Unknown billing code--,33,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,4,33,4,37
Staff,AY 22-23, 1st,affiliate,contractor,5,0,31,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5,31,5,32,37
Faculty & Researcher,AY 22-23, 1st,affiliate,researcher,2,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,35,2,35,37
Staff,AY 22-23, 1st,affiliate,contractor,15,0,0,20,0,0,0,0,0,0,1,0,1,0,0,1,1,15,20,16,21,37
Student,AY 22-23, 1st,student,degree,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,37,0,37
Faculty & Researcher,AY 22-23, 1st,student,researcher,17,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,20,17,20,37
Student,AY 22-23, 1st,student,degree,28,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,9,28,9,37
Student,AY 22-23, 1st,student,degree,33,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,4,33,4,37
Staff,AY 22-23, 1st,affiliate,contractor,6,5,0,1,0,0,0,0,0,0,8,1,9,7,0,9,16,11,1,20,17,37
Student,AY 22-23, 1st,student,degree,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,36,0,36
Student,AY 22-23, 1st,student,degree,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,36,0,36
Student,AY 22-23, 1st,student,degree,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,36,0,36
Faculty & Researcher,AY 22-23, 1st,affiliate,faculty,13,16,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,7,29,7,36
Student,AY 22-23, 1st,student,degree,31,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,31,5,31,5,36
Others,AY 22-23, 1st,Default cost center,--Unknown billing code--,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,36,0,36
Student,AY 22-23, 1st,student,degree,10,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,26,10,26,36
Others,AY 22-23, 1st,student,--Unknown billing code--,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,36,0,36
Faculty & Researcher,AY 22-23, 1st,student,researcher,23,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,13,23,13,36
Staff,AY 22-23, 1st,affiliate,contractor,0,5,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,5,31,5,31,36
Staff,AY 22-23, 1st,affiliate,contractor,10,3,21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,13,23,13,23,36
Student,AY 22-23, 1st,student,degree,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,36,0,36
Staff,AY 22-23, 1st,affiliate,administrator,13,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,23,13,23,36
Others,AY 22-23, 1st,student,--Unknown billing code--,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,36,0,36
Staff,AY 22-23, 1st,affiliate,administrator,0,0,22,0,0,0,0,0,0,0,0,0,14,0,0,0,14,0,22,0,36,36
Faculty & Researcher,AY 22-23, 1st,affiliate,faculty,28,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,30,6,30,6,36
Faculty & Researcher,AY 22-23, 1st,affiliate,faculty,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,36,0,36
Others,AY 22-23, 1st,student,--Unknown billing code--,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,36,36
Staff,AY 22-23, 1st,affiliate,security_staff,0,0,32,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,32,4,32,36
Faculty & Researcher,AY 22-23, 1st,affiliate,faculty,1,0,31,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,35,1,35,36
Staff,AY 22-23, 1st,affiliate,contractor,6,2,0,21,0,0,0,0,0,0,7,0,0,0,0,7,0,8,21,15,21,36
Student,AY 22-23, 1st,student,degree,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,36,0,36
Student,AY 22-23, 1st,student,degree,14,1,11,0,0,0,0,0,0,0,1,0,6,3,0,1,9,15,11,16,20,36
Staff,AY 22-23, 1st,affiliate,administrator,3,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,33,3,33,36
Staff,AY 22-23, 1st,affiliate,administrator,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,36,0,36
Student,AY 22-23, 1st,student,degree,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,36,0,36
Staff,AY 22-23, 1st,affiliate,administrator,31,2,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,33,0,36,0,36
Student,AY 22-23, 1st,student,degree,18,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,17,18,17,35
Staff,AY 22-23, 1st,affiliate,contractor,26,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,35,0,35
Staff,AY 22-23, 1st,affiliate,contractor,0,10,1,21,0,0,0,0,0,0,0,1,0,2,0,1,2,10,22,11,24,35
Student,AY 22-23, 1st,student,degree,5,0,27,0,0,0,0,0,0,0,3,0,0,0,0,3,0,5,27,8,27,35
Student,AY 22-23, 1st,student,degree,0,0,26,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,35,35
Faculty & Researcher,AY 22-23, 1st,affiliate,researcher,28,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,28,7,28,7,35
Student,AY 22-23, 1st,student,degree,19,0,10,0,0,0,0,0,0,0,1,0,5,0,0,1,5,19,10,20,15,35
Faculty & Researcher,AY 22-23, 1st,affiliate,researcher,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,35,0,35
Student,AY 22-23, 1st,student,degree,30,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,5,30,5,35
Student,AY 22-23, 1st,student,degree,34,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,1,34,1,35
Staff,AY 22-23, 1st,affiliate,contractor,0,24,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,24,11,24,11,35
Staff,AY 22-23, 1st,affiliate,administrator,11,0,21,3,0,0,0,0,0,0,0,0,0,0,0,0,0,11,24,11,24,35
Others,AY 22-23, 1st,student,--Unknown billing code--,29,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,4,29,2,29,6,35
Student,AY 22-23, 1st,student,degree,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,35,0,35
Others,AY 22-23, 1st,Default cost center,--Unknown billing code--,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,35,0,35
Staff,AY 22-23, 1st,affiliate,contractor,0,3,2,30,0,0,0,0,0,0,0,0,0,0,0,0,0,3,32,3,32,35
Student,AY 22-23, 1st,student,degree,1,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,34,1,0,1,34,35
Student,AY 22-23, 1st,student,degree,28,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,28,7,28,7,35
Student,AY 22-23, 1st,student,degree,32,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,3,32,3,35
Staff,AY 22-23, 1st,affiliate,contractor,0,0,2,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,35,35
Faculty & Researcher,AY 22-23, 1st,affiliate,researcher,31,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,31,3,31,3,34
Staff,AY 22-23, 1st,affiliate,administrator,16,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,18,16,18,34
Faculty & Researcher,AY 22-23, 1st,affiliate,faculty,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,34,0,34
Others,AY 22-23, 1st,affiliate,employee_family_member,20,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,14,20,14,34
Student,AY 22-23, 1st,affiliate,degree,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,34,0,34
Staff,AY 22-23, 1st,affiliate,administrator,25,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,34,0,34
Student,AY 22-23, 1st,student,degree,2,0,24,0,0,0,0,0,0,0,0,0,8,0,0,0,8,2,24,2,32,34
Student,AY 22-23, 1st,student,student on leave,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,34,0,34
Others,AY 22-23, 1st,student,--Unknown billing code--,4,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,30,4,30,34
Others,AY 22-23, 1st,student,--Unknown billing code--,32,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,2,32,2,34
Staff,AY 22-23, 1st,affiliate,contractor,0,2,13,19,0,0,0,0,0,0,0,0,0,0,0,0,0,2,32,2,32,34
Student,AY 22-23, 1st,student,degree,5,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,29,5,29,34
Student,AY 22-23, 1st,student,degree,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,34,0,34
Faculty & Researcher,AY 22-23, 1st,student,researcher,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,34,0,34
Student,AY 22-23, 1st,student,degree,26,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,8,26,8,34
Student,AY 22-23, 1st,student,student on leave,11,0,19,0,0,0,0,0,0,0,1,0,3,0,0,1,3,11,19,12,22,34
Staff,AY 22-23, 1st,affiliate,contractor,2,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,31,2,31,33
Student,AY 22-23, 1st,student,degree,20,0,12,0,0,0,0,0,0,0,0,0,1,0,0,0,1,20,12,20,13,33
Staff,AY 22-23, 1st,affiliate,contractor,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,33,0,33
Student,AY 22-23, 1st,student,degree,24,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,9,24,9,33
Faculty & Researcher,AY 22-23, 1st,affiliate,researcher,6,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,27,6,27,33
Student,AY 22-23, 1st,student,degree,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,33,0,33
Student,AY 22-23, 1st,student,degree,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,33,33
Student,AY 22-23, 1st,student,degree,21,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,12,21,12,33
Student,AY 22-23, 1st,student,degree,9,0,22,0,0,0,0,0,0,0,0,0,2,0,0,0,2,9,22,9,24,33
Student,AY 22-23, 1st,student,degree,31,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,2,31,2,33
Staff,AY 22-23, 1st,affiliate,administrator,16,0,16,0,0,0,0,0,0,0,1,0,0,0,0,1,0,16,16,17,16,33
Staff,AY 22-23, 1st,affiliate,security_staff,1,3,5,24,0,0,0,0,0,0,0,0,0,0,0,0,0,4,29,4,29,33
Student,AY 22-23, 1st,student,degree,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,33,0,33
Staff,AY 22-23, 1st,affiliate,administrator,14,6,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,20,13,20,13,33
Staff,AY 22-23, 1st,affiliate,contractor,14,2,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,16,17,16,17,33
Student,AY 22-23, 1st,student,degree,27,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,6,27,6,33
Staff,AY 22-23, 1st,affiliate,contractor,11,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,22,11,22,33
Staff,AY 22-23, 1st,affiliate,administrator,0,1,3,29,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32,1,32,33
Student,AY 22-23, 1st,student,degree,15,0,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,18,15,18,33
Student,AY 22-23, 1st,student,degree,21,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,12,21,12,33
Student,AY 22-23, 1st,student,degree,23,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,10,23,10,33
Student,AY 22-23, 1st,student,degree,3,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,30,3,30,33
Student,AY 22-23, 1st,student,degree,10,15,6,0,0,0,0,0,0,0,0,0,1,0,0,0,1,25,6,25,7,32
Faculty & Researcher,AY 22-23, 1st,affiliate,researcher,1,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31,1,31,32
Staff,AY 22-23, 1st,affiliate,contractor,0,1,2,28,0,0,0,0,0,0,0,0,0,1,0,0,1,1,30,1,31,32
Faculty & Researcher,AY 22-23, 1st,affiliate,researcher,5,10,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,15,17,15,17,32
Student,AY 22-23, 1st,student,degree,24,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,8,24,8,32
Student,AY 22-23, 1st,student,degree,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,32,0,32
Staff,AY 22-23, 1st,affiliate,contractor,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,32,0,32
Faculty & Researcher,AY 22-23, 1st,affiliate,faculty,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,32,0,32
Faculty & Researcher,AY 22-23, 1st,affiliate,faculty,14,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,18,14,18,32
Student,AY 22-23, 1st,student,degree,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,32,0,32
Student,AY 22-23, 1st,student,degree,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,32,0,32
Faculty & Researcher,AY 22-23, 1st,affiliate,researcher,30,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,30,0,32,0,32
Faculty & Researcher,AY 22-23, 1st,affiliate,researcher,10,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,22,10,22,32
Student,AY 22-23, 1st,student,degree,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,32,0,32
Staff,AY 22-23, 1st,affiliate,administrator,9,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,23,9,23,32
Others,AY 22-23, 1st,student,--Unknown billing code--,19,0,0,0,0,0,0,0,0,0,1,0,12,0,0,1,12,19,0,20,12,32
Student,AY 22-23, 1st,student,degree,29,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,29,0,32,0,32
Faculty & Researcher,AY 22-23, 1st,student,researcher,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,31,0,31
Staff,AY 22-23, 1st,affiliate,security_staff,0,0,11,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,31,31
Student,AY 22-23, 1st,student,degree,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,31,0,31
Staff,AY 22-23, 1st,affiliate,ad_contingent,0,4,1,17,0,0,0,0,0,0,7,0,2,0,0,7,2,4,18,11,20,31
Student,AY 22-23, 1st,student,degree,12,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,19,12,19,31
Staff,AY 22-23, 1st,affiliate,prospective_employee,19,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,19,12,19,12,31
Student,AY 22-23, 1st,student,degree,20,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,20,11,20,11,31
Student,AY 22-23, 1st,student,degree,24,0,1,0,0,0,0,0,0,0,6,0,0,0,0,6,0,24,1,30,1,31
Student,AY 22-23, 1st,student,degree,3,0,8,0,0,0,0,0,0,0,2,0,18,0,0,2,18,3,8,5,26,31
Staff,AY 22-23, 1st,student,prospective_employee,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,31,0,31
Others,AY 22-23, 1st,Default cost center,--Unknown billing code--,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,31,0,31
Student,AY 22-23, 1st,student,degree,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,31,0,31
Student,AY 22-23, 1st,student,degree,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,31,0,31
Staff,AY 22-23, 1st,affiliate,contractor,15,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,16,15,16,31
Staff,AY 22-23, 1st,affiliate,contractor,0,1,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30,1,30,31
Staff,AY 22-23, 1st,affiliate,contractor,1,0,6,23,0,0,0,0,0,0,0,1,0,0,0,1,0,1,29,2,29,31
Student,AY 22-23, 1st,student,degree,20,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,11,20,11,31
Staff,AY 22-23, 1st,affiliate,contractor,0,17,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,17,14,17,14,31
Staff,AY 22-23, 1st,affiliate,administrator,6,0,9,0,0,0,0,0,0,0,9,0,4,2,0,9,6,6,9,15,15,30
Student,AY 22-23, 1st,student,degree,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,30,30
Faculty & Researcher,AY 22-23, 1st,affiliate,researcher,9,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,21,9,21,30
Student,AY 22-23, 1st,student,degree,27,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,30,0,30
Student,AY 22-23, 1st,student,degree,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,30,0,30
Student,AY 22-23, 1st,affiliate,degree,3,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,27,3,27,30
Staff,AY 22-23, 1st,affiliate,contractor,9,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,21,9,21,30
Student,AY 22-23, 1st,student,degree,24,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,6,24,6,30
Others,AY 22-23, 1st,student,--Unknown billing code--,23,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,7,23,7,30
Staff,AY 22-23, 1st,affiliate,contractor,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,30,0,30
Others,AY 22-23, 1st,Default cost center,--Unknown billing code--,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,30,0,30
Faculty & Researcher,AY 22-23, 1st,affiliate,visiting_scholar,8,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,22,8,22,30
Staff,AY 22-23, 1st,affiliate,ad_contingent,19,0,6,3,0,0,0,0,0,0,2,0,0,0,0,2,0,19,9,21,9,30
Others,AY 22-23, 1st,student,--Unknown billing code--,28,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,28,0,28,2,30
Staff,AY 22-23, 1st,affiliate,contractor,0,5,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,5,25,5,25,30
Staff,AY 22-23, 1st,affiliate,contractor,0,10,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,10,20,10,20,30
Student,AY 22-23, 1st,student,degree,18,1,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,19,11,19,11,30
Faculty & Researcher,AY 22-23, 1st,student,researcher,15,0,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,15,30
Staff,AY 22-23, 1st,affiliate,administrator,3,3,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,24,6,24,30
Staff,AY 22-23, 1st,affiliate,contractor,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,30,0,30
Staff,AY 22-23, 1st,affiliate,contractor,7,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,30,0,30
Staff,AY 22-23, 1st,affiliate,ad_contingent,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,30,30
Student,AY 22-23, 1st,student,degree,27,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,3,27,3,30
